signal_id,timestamp_utc,direction,entry_price,MFE_ticks,MAE_ticks,outcome_sl2,outcome_sl3,outcome_sl4,outcome_sl5,outcome_sl6,outcome_sl7,outcome_sl10,classification,time_to_tp_sec,time_to_sl5_sec
164,2026-07-01 20:30:59 UTC,SHORT,1.6850,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,842.7
165,2026-07-01 20:36:59 UTC,SHORT,1.6860,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,482.7
166,2026-07-01 20:41:59 UTC,LONG,1.6870,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,30.4,N/A
167,2026-07-01 20:49:59 UTC,SHORT,1.6910,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,1156.2
168,2026-07-01 21:01:59 UTC,LONG,1.6930,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,196.2,N/A
169,2026-07-01 21:16:59 UTC,SHORT,1.7000,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,61.1
170,2026-07-01 21:20:59 UTC,LONG,1.7010,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,35.1,N/A
171,2026-07-01 21:24:59 UTC,LONG,1.7030,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,62.7,N/A
172,2026-07-01 21:31:59 UTC,SHORT,1.7070,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,234.5
173,2026-07-01 21:38:59 UTC,SHORT,1.7150,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,43.4,N/A
174,2026-07-01 21:45:59 UTC,LONG,1.7130,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,129.5,N/A
175,2026-07-01 21:48:59 UTC,LONG,1.7140,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,46.0,N/A
176,2026-07-01 21:55:59 UTC,SHORT,1.7170,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,15.1,N/A
177,2026-07-01 21:59:59 UTC,LONG,1.7130,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,9.8,N/A
178,2026-07-01 22:02:59 UTC,LONG,1.7120,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,35.9,N/A
179,2026-07-01 22:05:59 UTC,LONG,1.7110,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,142.8,N/A
180,2026-07-01 22:15:59 UTC,SHORT,1.7140,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,318.1
181,2026-07-01 22:19:59 UTC,SHORT,1.7140,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,78.1
182,2026-07-01 22:25:59 UTC,SHORT,1.7160,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,7.5,N/A
183,2026-07-01 22:31:59 UTC,LONG,1.7070,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,12.4,N/A
184,2026-07-01 22:44:59 UTC,SHORT,1.7040,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,62.9,N/A
185,2026-07-01 22:56:59 UTC,SHORT,1.7000,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,233.4,N/A
186,2026-07-01 23:01:59 UTC,SHORT,1.7000,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,4.7,N/A
187,2026-07-01 23:07:59 UTC,SHORT,1.6950,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,8.7,N/A
188,2026-07-01 23:15:59 UTC,LONG,1.6880,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,55.8,N/A
189,2026-07-01 23:22:59 UTC,SHORT,1.6900,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,535.9,N/A
190,2026-07-01 23:35:59 UTC,LONG,1.6850,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,93.2,N/A
191,2026-07-01 23:38:59 UTC,LONG,1.6880,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,39.0,N/A
192,2026-07-01 23:54:59 UTC,LONG,1.6840,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,453.9
193,2026-07-02 00:06:59 UTC,LONG,1.6790,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,42.7,N/A
194,2026-07-02 00:12:59 UTC,SHORT,1.6830,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,255.3,N/A
195,2026-07-02 00:15:59 UTC,SHORT,1.6830,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,75.3,N/A
196,2026-07-02 00:22:59 UTC,LONG,1.6800,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,275.2
197,2026-07-02 00:39:59 UTC,SHORT,1.6720,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,12.5,N/A
198,2026-07-02 00:48:59 UTC,SHORT,1.6740,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,62.4
199,2026-07-02 01:02:59 UTC,SHORT,1.6790,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,729.2
200,2026-07-02 01:17:59 UTC,SHORT,1.6820,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,129.4
201,2026-07-02 01:28:59 UTC,SHORT,1.6870,2.0,9.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,2065.4,625.3
202,2026-07-02 01:38:59 UTC,LONG,1.6890,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,25.3,N/A
203,2026-07-02 01:43:59 UTC,SHORT,1.6930,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,365.7,N/A
204,2026-07-02 01:53:59 UTC,LONG,1.6890,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,783.2
205,2026-07-02 01:59:59 UTC,LONG,1.6890,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,423.2
206,2026-07-02 02:02:59 UTC,SHORT,1.6860,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,243.2,N/A
207,2026-07-02 02:12:59 UTC,LONG,1.6780,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,3.1,N/A
208,2026-07-02 02:18:59 UTC,SHORT,1.6820,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,209.3,N/A
209,2026-07-02 02:22:59 UTC,SHORT,1.6820,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,556.4
210,2026-07-02 02:37:59 UTC,SHORT,1.6880,2.0,7.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,2460.5,193.6
211,2026-07-02 02:44:59 UTC,SHORT,1.6940,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,128.9,N/A
212,2026-07-02 02:52:59 UTC,LONG,1.6910,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,142.4,N/A
213,2026-07-02 03:08:59 UTC,LONG,1.6900,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,379.5,N/A
214,2026-07-02 03:17:59 UTC,SHORT,1.6890,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,4.6,N/A
215,2026-07-02 03:23:59 UTC,LONG,1.6840,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,216.4,N/A
216,2026-07-02 03:30:59 UTC,SHORT,1.6910,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,467.1
217,2026-07-02 03:39:59 UTC,LONG,1.6960,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,135.2,N/A
218,2026-07-02 03:44:59 UTC,SHORT,1.6990,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,65.2,N/A
219,2026-07-02 03:51:59 UTC,LONG,1.6970,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,6.3,N/A
220,2026-07-02 04:10:59 UTC,LONG,1.6990,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,260.2
221,2026-07-02 04:25:59 UTC,LONG,1.6920,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,245.5,N/A
222,2026-07-02 04:29:59 UTC,SHORT,1.6930,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,20.8,N/A
223,2026-07-02 04:32:59 UTC,SHORT,1.6910,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,699.6
224,2026-07-02 04:41:59 UTC,SHORT,1.6910,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,159.6
225,2026-07-02 04:49:59 UTC,SHORT,1.7080,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,156.3,N/A
226,2026-07-02 04:57:59 UTC,LONG,1.7040,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,27.6,N/A
227,2026-07-02 05:04:59 UTC,LONG,1.7030,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,14.3,N/A
228,2026-07-02 05:08:59 UTC,SHORT,1.7020,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,480.0,N/A
229,2026-07-02 05:15:59 UTC,LONG,1.7020,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,823.4
230,2026-07-02 05:27:59 UTC,LONG,1.6970,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,6.5,N/A
231,2026-07-02 05:33:59 UTC,LONG,1.6910,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,2.5,N/A
232,2026-07-02 05:39:59 UTC,SHORT,1.6910,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,49.1,N/A
233,2026-07-02 05:46:59 UTC,LONG,1.6870,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,189.1,N/A
234,2026-07-02 05:51:59 UTC,SHORT,1.6890,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,670.2,N/A
235,2026-07-02 05:55:59 UTC,SHORT,1.6900,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,344.6,N/A
236,2026-07-02 06:00:59 UTC,SHORT,1.6890,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,130.2,N/A
237,2026-07-02 06:07:59 UTC,LONG,1.6880,2.0,9.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,1436.9,246.6
238,2026-07-02 06:14:59 UTC,LONG,1.6820,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,35.8,N/A
239,2026-07-02 06:24:59 UTC,SHORT,1.6850,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,1321.1,439.4
240,2026-07-02 06:41:59 UTC,LONG,1.6880,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,303.1
241,2026-07-02 06:53:59 UTC,LONG,1.6830,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,602.4
242,2026-07-02 06:57:59 UTC,SHORT,1.6820,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,76.5,N/A
243,2026-07-02 07:09:59 UTC,SHORT,1.6810,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,81.6,N/A
244,2026-07-02 07:11:59 UTC,SHORT,1.6790,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,8.4,N/A
245,2026-07-02 07:16:59 UTC,LONG,1.6780,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,13.5,N/A
246,2026-07-02 07:22:59 UTC,SHORT,1.6770,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,160.4,N/A
247,2026-07-02 07:29:59 UTC,LONG,1.6760,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,191.2
248,2026-07-02 07:35:59 UTC,LONG,1.6690,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,134.3,N/A
249,2026-07-02 07:44:59 UTC,SHORT,1.6750,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,922.1,N/A
250,2026-07-02 07:57:59 UTC,LONG,1.6740,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,130.2,N/A
251,2026-07-02 08:09:59 UTC,SHORT,1.6740,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,98.3,N/A
252,2026-07-02 08:15:59 UTC,LONG,1.6750,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,484.6,N/A
253,2026-07-02 08:26:59 UTC,SHORT,1.6760,2.0,7.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,2563.0,370.6
254,2026-07-02 08:31:59 UTC,SHORT,1.6790,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,688.2,N/A
255,2026-07-02 08:37:59 UTC,SHORT,1.6790,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,328.2,N/A
256,2026-07-02 08:41:59 UTC,LONG,1.6810,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,877.8,N/A
257,2026-07-02 08:48:59 UTC,LONG,1.6800,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,369.1,N/A
258,2026-07-02 08:58:59 UTC,SHORT,1.6810,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,74.5,N/A
259,2026-07-02 09:05:59 UTC,LONG,1.6780,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,1355.4,578.2
260,2026-07-02 09:09:59 UTC,LONG,1.6750,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,86.8,N/A
261,2026-07-02 09:12:59 UTC,LONG,1.6770,2.0,5.0,LOSS,LOSS,LOSS,LOSS,WIN,WIN,WIN,SAVED_BY_SL10,541.5,158.2
262,2026-07-02 09:15:59 UTC,SHORT,1.6740,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,361.5
263,2026-07-02 09:21:59 UTC,SHORT,1.6780,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,6.7,N/A
264,2026-07-02 09:23:59 UTC,SHORT,1.6760,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,360.8
265,2026-07-02 09:28:59 UTC,LONG,1.6800,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,111.9,N/A
266,2026-07-02 09:33:59 UTC,SHORT,1.6830,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,155.0
267,2026-07-02 09:40:59 UTC,SHORT,1.6910,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,151.0,N/A
268,2026-07-02 09:48:59 UTC,LONG,1.6900,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,246.7,N/A
269,2026-07-02 09:56:59 UTC,SHORT,1.6890,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,129.3,N/A
270,2026-07-02 10:02:59 UTC,LONG,1.6850,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,3.1,N/A
271,2026-07-02 10:10:59 UTC,SHORT,1.6900,0.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,161.8
272,2026-07-02 10:17:59 UTC,SHORT,1.6920,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,38.8,N/A
273,2026-07-02 10:22:59 UTC,LONG,1.6910,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,36.5,N/A
274,2026-07-02 10:26:59 UTC,LONG,1.6940,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,187.7,N/A
275,2026-07-02 10:43:59 UTC,LONG,1.6960,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,984.0,N/A
276,2026-07-02 10:48:59 UTC,LONG,1.6920,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,128.0,N/A
277,2026-07-02 11:04:59 UTC,SHORT,1.6960,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,368.8
278,2026-07-02 11:09:59 UTC,SHORT,1.6980,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,82.8
279,2026-07-02 11:16:59 UTC,SHORT,1.7040,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,195.4,N/A
280,2026-07-02 11:23:59 UTC,LONG,1.7050,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,1.8,N/A
281,2026-07-02 11:29:59 UTC,SHORT,1.7110,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,169.1,N/A
282,2026-07-02 11:36:59 UTC,LONG,1.7110,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,378.1,N/A
283,2026-07-02 11:47:59 UTC,SHORT,1.7130,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,10.8,N/A
284,2026-07-02 11:52:59 UTC,LONG,1.7060,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,0.5,N/A
285,2026-07-02 11:57:59 UTC,LONG,1.7030,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,46.1,N/A
286,2026-07-02 12:03:59 UTC,SHORT,1.7040,2.0,8.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,944.9,174.1
287,2026-07-02 12:08:59 UTC,SHORT,1.7060,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,637.5,311.9
288,2026-07-02 12:15:59 UTC,SHORT,1.7080,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,190.6,N/A
289,2026-07-02 12:22:59 UTC,LONG,1.7090,2.0,3.0,LOSS,LOSS,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,334.0,N/A
290,2026-07-02 12:29:59 UTC,SHORT,1.7130,2.0,6.0,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,WIN,SAVED_BY_SL10,82.5,1.8
291,2026-07-02 12:32:59 UTC,SHORT,1.7130,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,17.8,N/A
292,2026-07-02 12:37:59 UTC,LONG,1.7130,2.0,5.0,LOSS,LOSS,LOSS,LOSS,WIN,WIN,WIN,SAVED_BY_SL10,710.1,191.4
293,2026-07-02 12:43:59 UTC,LONG,1.7090,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,67.1,N/A
294,2026-07-02 12:52:59 UTC,SHORT,1.7130,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,9.5,N/A
295,2026-07-02 12:57:59 UTC,LONG,1.7150,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,203.4
296,2026-07-02 13:04:59 UTC,LONG,1.7080,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,7.7,N/A
297,2026-07-02 13:18:59 UTC,SHORT,1.7100,2.0,5.0,LOSS,LOSS,LOSS,LOSS,WIN,WIN,WIN,SAVED_BY_SL10,578.4,426.6
298,2026-07-02 13:23:59 UTC,SHORT,1.7120,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,106.9,N/A
299,2026-07-02 13:32:59 UTC,LONG,1.7090,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,7.5,N/A
300,2026-07-02 13:38:59 UTC,SHORT,1.7140,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,406.1,N/A
301,2026-07-02 13:44:59 UTC,LONG,1.7170,2.0,5.0,LOSS,LOSS,LOSS,LOSS,WIN,WIN,WIN,SAVED_BY_SL10,286.2,46.1
302,2026-07-02 13:54:59 UTC,SHORT,1.7160,2.0,7.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,WIN,SAVED_BY_SL10,538.7,377.9
303,2026-07-02 13:58:59 UTC,LONG,1.7180,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,68.0,N/A
304,2026-07-02 14:04:59 UTC,SHORT,1.7130,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,76.5,N/A
305,2026-07-02 14:08:59 UTC,LONG,1.7110,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,145.6,N/A
306,2026-07-02 14:12:59 UTC,LONG,1.7180,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,229.0
307,2026-07-02 14:16:59 UTC,SHORT,1.7120,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,65.9,N/A
308,2026-07-02 14:23:59 UTC,LONG,1.7000,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,20.1,N/A
309,2026-07-02 14:33:59 UTC,SHORT,1.7030,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,42.6,N/A
310,2026-07-02 14:40:59 UTC,SHORT,1.7050,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,8.0,N/A
311,2026-07-02 14:45:59 UTC,LONG,1.7050,1.0,10.0,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS,LOSS_ALL,N/A,165.2
312,2026-07-02 14:53:59 UTC,SHORT,1.7010,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,10.5,N/A
313,2026-07-02 14:58:59 UTC,LONG,1.7020,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,44.1,N/A
314,2026-07-02 15:09:59 UTC,LONG,1.6930,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,124.8,N/A
315,2026-07-02 15:17:59 UTC,SHORT,1.6970,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,9.7,N/A
316,2026-07-02 15:30:59 UTC,SHORT,1.7020,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,98.2,N/A
317,2026-07-02 15:37:59 UTC,SHORT,1.7060,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,93.5,N/A
318,2026-07-02 15:41:59 UTC,LONG,1.7060,2.0,5.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,1358.6,N/A
319,2026-07-02 15:46:59 UTC,LONG,1.7040,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,692.3,N/A
320,2026-07-02 15:52:59 UTC,LONG,1.7020,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,120.6,N/A
321,2026-07-02 16:01:59 UTC,SHORT,1.7030,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,8.9,N/A
322,2026-07-02 16:09:59 UTC,SHORT,1.7080,2.0,4.0,LOSS,LOSS,LOSS,WIN,WIN,WIN,WIN,SAVED_BY_SL5,459.7,N/A
323,2026-07-02 16:15:59 UTC,SHORT,1.7070,2.0,3.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,99.7,N/A
324,2026-07-02 16:19:59 UTC,LONG,1.7020,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,3.2,N/A
325,2026-07-02 16:23:59 UTC,LONG,1.7010,2.0,1.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,81.4,N/A
326,2026-07-02 16:32:59 UTC,LONG,1.6960,2.0,2.0,LOSS,WIN,WIN,WIN,WIN,WIN,WIN,SAVED_BY_SL5,197.4,N/A
327,2026-07-02 16:51:59 UTC,SHORT,1.7070,2.0,0.0,WIN,WIN,WIN,WIN,WIN,WIN,WIN,WIN_ALL,60.6,N/A
